id,text
01235,when you're feeling horny asf but your habibi is on periods let's try a goat
01236,meanwhile at the isis strip club
01243,"when your human says ""who' s a good girl?""  and you already know it's you"
01245,and that was the last nativity play my son was invited to take part in.
01247,you can't be racist if there is no other race
01256,when your debit card decline at the abortion clinic  and they have to put the baby back in
01258,ladies! if your man is offended by this he is a faggot. end of story
01264,you're a special kinda nuts  aren't you?
01268,father and daughter bonding time is the best like and share if you agree
01269,"The text in the image says:  ""kermit the frog definitely not a muslim"""
01274,how you guys think you looks like  but when pados wale pandit jee sees you  taba renso
01275,if you think t willl stop eating palony and viannas  voetsek!!!  stupid no drama here
01276,a smile is worth a thousand words
01284,"The text in the image says:  ""muslims offend me"""
01293,when you forget to wash your hands
01295,"The text in the image reads:  ""men wearing dresses and molestinging our children? the word you're looking for is clergy, not transgender"""
01324,the great train robbers
01325,when your world cup team scores a goal
01327,"I'm not sick, I'm twisted sick makes it sound like there's a cure"
01329,saddle up motherfuckers  it's time to play cowboys
01348,meanwhile  at the isis strip club
01349,girl you're so special  i'm gonna give you a gold star
01359,area 51 naruto runners  naruto runners  let me in let me in!
01364,and that was the last nativity play my son was invited to take part in
01379,"The text in the image reads:  ""american teenage girl visiting the children of africa"""
01382,The text in the image is:  - my body my choice - Abortion
01389,confession-every sunday around brunch time  i take my cat to the mall and make people take pictures of us
01392,hello jesus  thanks for making a way!
01395,i just found out mexican babies come out just like the food
01423,when you want to nap after a long day of mudding
01436,when the school shooter accidently shoots the autistic kid but doesn't know that the tard strength makes him impervious to bullets
01439,"The text in the image reads:  ""im long and strong and down to get the goat hump on"""
01452,the feeling after a long day at work
01456,they see them rollin..... they hating...
01459,trust me...  ...they're re all terrorists
01465,there is difference between violating muslims and other muslims  don't get confused
01467,It's a great day to be a honky!
01468,"assad: my son exploded  better than yours, lol hamid:"
01469,"The text in the image is:  ""When you punch the muslim kid so hard that he starts having seizures and fucking dies the bomb has been defused"""
01472,in my country this headdress is common to wear if you want to. here in other countries i am also free to wear it if i want to
01475,"The text in the image is:  ""last time muslims invaded europe vlad stuck poles up their asses and made a fucking forest be like vlad"""
01476,I'm confident in my own skin
01483,"feeling bored, let's go to a mosque"
01487,When you forget you're retarded Howard Stern 1-90-STEEN Howard Stern
01492,i don't like the sun so i wear a visor
01497,now back to the Islamic classic.. married to children
01498,democrats claim daca kids shouldn't have to pay for their parent's crimes...  ...but white people are still responsible for 17th century slave owners??
01524,when you catch your goat with another man
01526,put the money in a bag. now! that will be $0.15
01527,oh no i can't run anymore
01529,acceptance of individuality is not a disgusting thing
01546,"The text in the image says:  ""kill the jews and muslims for being anti-white"""
01547,how mexicans be like...  when they hear their friends kid is having a birthday party
01548,"what are they fighting over? is it:  a) the last pan ducle b) he accidentally touch the homies hand passing a beer? c) foo used the last of the three flowers. d) homie said ""i got you on gas"" but he only has $3!"
01564,puts on sunblock doesn't protect from harmful rays
01568,"The text in the image reads:  ""do you think a terrorist has or could infiltrate our goverernment???"""
01569,when you can't decide to pre heat the oven  or just throw the meal in right away
01576,"The text in the image is:  ""When your ex ask you for help"""
01578,"The text in the image says ""sea monkeys."""
01579,"Muslim figure: ""We must have pork-free menus or we will leave U.S.""  Bacon America great again!"
01589,has an orgasm...  ...shoots out tranny fluid
01598,men are like dogs we're excited to see you...  and have no clue what you're mad about
01627,jew jerky: leave out in the sun until all moisture is gone  store in a cool dark place for 3 days
01634,"aye, tone! why would dey delouse 'em if dey was just gonna whack 'em?!"""
01637,this time jesus you're not getting away
01642,this would be racist  if black people could read
01643,i'm not a racist  my shadow is black
01649,"The text in the image reads:  ""american cops when they graduate police academy let the black man come forth! let murder be done upon him!"""
01653,"a girl asks her mom, ""why am i black and you're white?""  she says, ""the way that party went, you're lucky you don't bark."""
01658,first rule of fight club..
01672,when the new call of duty comes out and you're already camping
01682,"The text in the image is:  ""fuck allah fuck islam and guck the child raper muhammad  and yes that's pork in the quran"""
01694,which one should we butcher first.
01698,this guy cut her head off workplace violence my ass
01726,a real man loads the dishwasher every night
01734,"and that was the last time we let uncle larry babysit  Little Jack Telf Was put on the shelf Because he would not spell When his aunt Grace [pie] Saw his sorrowful face, She gave him a pie."
01736,korean war soldiers come home msnbc no live coverage nbc no coverage cnn 58 seconds abc 24 seconds share if they should be ashamed
01742,in just one hour from now  i'll only have 4 hours left until i have to work a mere 3 hours
01743,sen mitt romney wall declaration  let's make this his last to  utah  voted against trumps emergency
01746,everyone told me you gonna be a blessing
01749,so then we told them  cannabis is dangerous and pharmaceuticals are good for you
01756,she is a fast runner
01763,want a spin?
01765,"after a girl dies, what organ in her body stays warm? my dick"
01793,don't mind me i'm only watering my muslims
01794,i beat children
01796,life hack #23  how to get stoned with no weed
01823,i too was once a male trapped in a female's body  but then i was born
01827,if your man is offended by this then he's never been hunting
01829,him: the dishwasher is acting weird her: what's it doing him: chopping fucking vegetables
01835,that makes my lady junk tingle
01836,can you hear me at the back?
01842,it's a wiener pit kinda like your mouth
01845,when you consume too much  trans fat
01854,when an indian goes for walk with his dog
01865,I'm this pretty because both my parents are white
01875,does anyone know if he had a donor card?  i need parts for my go-cart
01892,i did not divide the country  the republican decision to obstruct every single thing i proposed to help us dig out of the financial crisis they caused divided the country
01894,we haven't t seen any new jesus appearances on pancakes in a while  i hope he's okay.
01896,terrorism is just part and parcel of living in a big city. sadiq khan london mayor  tokyo: over 13 million people no islamic terrorism
01924,"The text in the image reads:  - ""whats the difference between a feminist and a suicide vest?"" - ""a suicide vest actually accomplishes something when its triggered"""
01925,i am not racist i just don't like brown sugar
01936,we said we would never forget why are you voting them into our governement?
01937,"when you find a shooter the same day you plan a bombing, so you team up"
01943,person i chase: *shows clear signs he doesn't want to do anything with me*  me: i'm gonna pretend i didn't see that
01953,"The text in the image reads:  ""muslim + hunt = less muslims"""
01954,the best part about a prostitute dying on you is you get the second hour free
01956,i am a crocodile!
01962,i put makeup for my profile photo
01967,when you decide to stop racism by burning its symbol
01972,you don't have a cat? this is your lucky day! i'm moving in!
01974,The text in the image is:  - hiroshima - hiroshima - nagasaki - everybody needs a friend
01975,valentine in islamic countries
02139,no less beautiful
02143,"doesn't have food, water, electricity proud of nuclear weapons"
02145,"and then I asked mom, what's for dinner?"
02146,from the bottom of my heart i would like to sincerely apologize.....  for being white
02153,when you're arguing with someone  Kermit the Frog  HOLLYWOOD WALK OF FAME Presented To Kermit The Frog on the occasion of the placement Hollywood Walk of Fame November 11 Hollywood Chamber  and trying notto hit them
02156,never forget
02157,"mohammed  i'm pregnant....  don't sass me, you know it's funny! ~cupcakes"
02158,i like my women like i like my chickens held in captivity until i behead them
02165,The difference between moderate Muslim and radical Muslim  follow my allah or i kill you!  follow my allah or he kill
02168,how many fucking accounts do you assholes have?
02169,"to see better, asi ans sometimes switch to fullscreen view"
02185,wceeeeee! back over the border you go!
02194,when you're a good farmer who raises healthy animals
02315,don't forget me!!!!!! i'm an asshole too!!!
02316,they can kill the messenger but they can't kill the message
02317,white trash go to hell trump fuck donald trump
02351,when karen helps u camouflage the crackhouse  autistic child area
02356,if i was arrested what do u think i got arrested 4?
02358,The text in the image reads:  - diary of a - wimpy kid - hard luck - anne frank is one wimpy kid
02364,"a jewih shop owner, wears a kippah or yarmulke whilst in his shop in tehran"
02365,"quick, which one is a bb gun?  oops, too late... you're dead"
02367,dodge owners be like don't take a picture
02371,why do all the mexican foos who work at t-mobile look like this  Imaooo
02374,"i don't always fuck midgets but when i do, i go balls deep"
02381,"got braces  friend told me ""you're so black, even your teeth are behind bars"""
02384,caitlin jenner showinging off her new whip
02385,every life is precious
02389,democrat jan schakowsky defends ilhan omar:'she comes from a different culture'  where they want to kill all the jews
02413,"The text in the image reads:  ""women ask for equal rights, and this is why"""
02416,how do you piss off a female archeologist?  give her a used tampon and ask her what period it comes from.
02431,subway is similar to prostitution  you pay someone else to do your wife's job
02435,when you type  fidget spinner but it autocorrects  to midget spinner.
02439,"superman's flying class was popular, but no one ever passed"
02456,"people are loosing their minds over terrorism and isis in america...  and veterans are all like... ""wake me up when i can go fuck shit up and not go to jail for it"""
02457,i hate when i see a black out in my neighborhood but i still offer my neighbors a candle
02459,"my dishwasher is acting strange, can anybody help?"
02461,"whenever you feel stupid, remember this"
02467,how much did the holo cost
02471,when you walk into the welfare office  hello monkeys
02475,therapy dogs are now being trained to console rape victims of muslims
02476,"The text in the image says:  ""im never doing a garden again!"""
02478,must.. resist... urge to.. kill whitey..
02481,"The text in the image is:  - ""greetings tranny"" - ""time to die"""
02483,group of people rescued from medditaranian sea by italian coast guard
02485,real friendship is sending them a link to something terrible so you can both be traumatised at the same time  i torture all my friends. it's how i show love.
02497,you're a wizard motherfucker
02514,"if they're in a relationship, who makes the sandwiches?"
02518,when the dog bites you and you bite back to assert dominance
02519,It's funny because he's fat!
02536,don't drink and drive
02537,arrest george soros  for crimes against  erope
02538,when my girl pissed me off but she runs through the room in her draws  me my dick
02543,catch me outside how bout dat  i'll catch my damn self outside
02548,oi  are you looking at me?
02561,"we are coming to america one way or another! we will rape, pillage, riot & reap havoc on your nation while stealing your welfare"
02568,whatsthe difference between heroin and i? cops think twice before shooting heroin
02571,former first lady during an interview
02576,this is a snakes mouth it all makes fucking sense now
02581,mussie guy tried to rape me he didn't make it to court
02584,imagine being so disgusting there have to be laws to try to stop normal people from hating you
02594,"The text in the image is:  - ""jamal!"" - ""im pregnant!!!""  These texts are displayed in different fonts and colors."
02613,The text in the image says:  - after group sex - mohammed is very tired
02614,black boyfriend white boyfriend
02631,when your grandma sees you for the first time in a whole week  he's so fucking big.  me#irl
02634,and just like that... this sandwich maker doubles as an ironing board
02647,notice how the kenyan skidmark  has been silent about the mueller report?
02649,and that was the last nativity play my son was invited to take part in
02653,england  where moslems can rape your children and reporting it is a crime
02654,when people are spreading rumors but you're unbothereded
02657,oh look someone's returninging a broken sandwich maker to walmart
02674,"The text in the image is:  - ""asian drivers test"" - ""went as expected"""
02687,i hang a sock on my doorknob so my roommate knows not to come in because i'm busy fucking the other sock
02691,teaching them how to hunt young
02716,"felt cute might pray later, idk"
02718,my kid threatened to hold his breath until I gave him dessert. He's now passed out on the kitchen floor  I don't negotiate with terrorists
02719,your black neighbor  after you called the cops
02735,when each letter is a mental disorder
02751,just admit it white america was better
02761,i'm sorry  i didn't mean to hurt your feelings
02763,The text in the image reads:  - immigrants - illegal aliens
02764,"The text in the image is:  - ""closing time"" - ""one last call for green cards"" - ""you don't have to go home"" - ""but you can't stay here"""
02768,when you look in your neighbor's yard and see an illegal immigrant  mowing their lawn
02769,"think we just discovered ""cop crack""  bacon wrapped donuts  mother of god"
02783,a picture of my great great great grand grandfather's's tractors  they don't make them like they used to
02789,when you got a warrant out for your arrest & you on the run......
02793,sea monkeys
02795,The text in the image reads:  - police academy - graduation ceremony
02814,want to party? yeah I'm down
02815,how do i like my eggs? same as i like my niggers beaten and separated from the whites
02816,help  im downing
02831,where's jaws when you need him?
02841,birthday  because i don't care if it's happy.
02845,they have sex with goats wipe their asses with their hands and drink camel piss  but i'm the unclean one!
02846,the before image that not many people have seen
02849,abba ree i can fryyy
02853,"The text in the image is:  - ""but islam can radicalize muslims"" - ""muslims are not terrorist"" - ""quran 8:39"" - ""kill all non believers till the only religion is islam"""
02854,"The text in the image says:  ""do gay midgets come out of the cabinet?"""
02857,"I love it when women go to school. It's like seeing a monkey on roller skates. It means nothing to them, but it's so adorable for us"
02863,white men are the biggest terror threat  except for my white boyfriend
02867,russia #freesentsov #freekolchenko
02876,your milkshake brings all the tards to the yard
02891,"The text in the image is:  - ""look!"" - ""a blow up doll!"""
02894,"how high are you  no officer, its ""hi, how are you""?"
02914,the only thing that hinders you is your own motivation
02917,"The text in the image reads:  ""islamaphobe no i just hate the motherfuckers"""
02918,a islamic leader among his followers
02935,copsuckers be like  the whole boot daddy
02943,hide and go seek champion july 6 1942 - august 4 1944
02945,you've been hungerstruck!
02946,"The text in the image says:  ""is your girlfriend hot like me?"""
02947,meanwhile  at the isis strip club
02951,protesters throwing smoke bombs
02956,how i sleep  knowing i'm going to hell in every religion
02958,when you forget that your blind friend has a heightened sense of smell bro. chop a fuckin line up  for me
02965,i once dumped a cross eyed chick thought she was seeing someone else
02967,when the black kids start fighting at school
02971,what do you get when you cross harvey price with a pritt stick? a sticky black spastic
02973,how long can i run? till the chain tightens
02974,"it might look fucked up, but her handjobs are fucking unbelievable"
02975,you never realize how little self control you actually have until chips and salsa are in front of you at the mexican restaurant
02983,large big mac no onions
02984,stop racism  black children and white children are the same
02987,The text in the image is:  - not my president - not my residents
03124,muhammed fixing his calculator
03128,lazy day nothing to steal
03145,when each letter is a mental disorder
03146,this is inhuman the operation takes only a couple of seconds to perform but its image remains for years
03148,fact: ethiopian food is so rare that locals don't even eat it  ethiopian food
03162,recruiter added me on linkedin  so i guess things are getting pretty serious
03164,party tonight? i'm down
03172,im white trash and im in trouble
03178,"""we fly planes into their buildings now they kiss our asses!"""
03185,best thing about an ethiopian blowjob? you know she's going to swallow
03186,removes polish with chemicals  nobody bats an eye  commits crimes against the polish  starts WW2
03187,every dad: *shaves beard* his own baby: I've never met this man in my life.
03189,"if a man wants you, he will come and get you."
03197,i'm no bird expert but i'm guessing it's 4 females and 1 male
03214,The text in the image is:  bartender: how about a nice 12 yr old? him: boy or girl?
03217,"they are like sperm you get millions, but only one works"
03241,The text in the image reads:  - When black people make white jokes - When white people make black jokes
03246,mobile nun
03248,when you just can't stop thinking about obama
03251,"The text in the image says:  ""it is disgusting to laugh at gender dysphoria"""
03254,"liberals: ""japan has gun control without issues, what makes you think it can't work here in the usa?"" me: (whispering) black people"
03256,when you ask for advice and they tell you to just be yourself  you want me to get naked and start the revolution?
03257,white trash not marriage material
03258,"i heard we can get free steroids in australia  please help feed and house this poor, defenceceless refugee.  don't be racist and let me in!"
03267,that feeling when you finish your homework in record time and have extra time to chill
03268,hey mom  the goats asshole is inside out. what do?
03271,when your wife and girlfriend don't get along
03275,the only time you can hang out with 2 dirty hookers and a tranny
03276,unless life also gives you water and sugar  your lemonade is gonna suck
03279,aren't you tried of my jokes!
03281,the weekend be like
03285,i wanna see the most fucked up meme. lets see what you got
03289,fuck banks  fuck indians too
03291,do you agree with pauline to stop islamic immigration to australia  share if you agree
03296,come on over I'm having a party the place is crawling with pussy
03298,thanks for visiting
03418,i got a flat on my way to the store
03421,"when you shoot up the school and somebody else gets blamed for it  we stand here amid my achievement, not yours!"
03429,throwback thursday we was all by ourselves at one time  we was the only once's in the new phase to build and close
03468,"my dishwasher is acting strange, can anybody help"
03472,"pet niguana for sale! come with food dish, a few toys, and a screen lid so it can't get out $300 obo"
03479,just waterin' the dirt
03482,i try not to be bias
03495,"when your homie throws a  heart react on your status  just fucking kiss me, man."
03519,i'm going home i'm russian
03524,terrorist can come to this country way to easy
03528,look at the bright side you are only half black now
03547,people with dwarfism arguing
03567,potato is my favorite color of the alphabet
03568,time to play rich VS the constitution
03574,pull up your pants and back away from the goat!!
03591,"joins the democrat party to indulge in deep seated supremacist proclivities.  ""helping"" minorities also loves black cock"
03615,joke time 3 muslims walk into a bar..
03624,just a traditional muslim man with a beard
03629,hey man you gotta go home my parents are fighting again
03642,when you catch your goat with another man
03659,"""I hope the electoral college gets beat in the NCAA tournament"""
03675,because of trump i got fired from my job
03678,lock her up and throw away the key
03681,when you're muslim  but you have oil
03685,not all angels reside in heaven..  many walk the battlefield..
03691,"The text in the image reads:  ""koran class with the rohingya people"""
03715,great at making martinis terrible at stealing tambourines
03718,baaaa-utiful
03728,"stalin: if you invade us, you break our agreement hitler: A LAST APPEAL TO REASON BY ADOLF HITLER Speech before the Reichstag, 19 July, 1940 World War II: Europe's Tragic quicksaving..."
03745,your order comes to $37.50  and your white privilege discount brings the total to $37.50
03751,"The text in the image is:  ""I yelled catch! I swear I thought she was ready"""
03756,white people have no right to live in africa... but it's a blackman's right to live in any european country he chooses?
03759,what's the difference  between hillary and putin?  putin actually wins the  elections he rigs.
