id,text
25731,when you die and go to heaven but now have to wait for your doggo to join you
25748,"I'm a moderate Muslim.  that means that while other Muslims are putting bombs on your buses and raping your children I'll be telling you that Islam is peaceful, protesting when you insult my religion and lobbying your government to take away your free speech. a moderate Muslim speaks!"
25749,funny santa
25760,me every time i'm out in public  there's too too many people on this this earth. we need a new plague.
25768,don't let a disability stop you from being a sportsman
25780,meanwhile  at the isis strip club
25781,do you have any idea how black you were going
25783,let's see if they get scared now! bring they ass out here! we will cut their heads off
25784,when you buy a nazi on aliexpress
25791,if i dont fuck with you  this is how i act if you're around
25806,when you have to make your own pool
25807,me thinking about lunch  5min after clocking in
25816,he took me to the gucci store & said  april fool bitch
25830,i wanna destroy radical islam!!!!  will you help me????? yes = hell yeah!!!
25837,i used to provide therapy for those afflicted with aberrant behaviors!  now instead those behaviors are celebrated!
25841,children at a pop concert  muslim  why are people attacking us?
25847,"they should not be allowed to have kids  you made your choice bitch, now live with it!"
25849,i got a text fresh meat at the market
25861,how to get out of a gym contract
25874,picture of conservatives rioting in the streets  after the 9th circuit court of appeals ruling
25893,the evolution of man
25901,that face she makes when ahmed hits the g-spot
25904,hide and seek european champion  1942-1944
25907,i guess the jury liked pudding cause they pudding my ass in jail
25908,"lynchings were most frequent from 1890 to the 1920s, with a peak in 1892"
25913,meanwhile at the isis strip club
25914,what is the difference between an illegal immigrant and e.t.?  e.t. learned to speak english and wanted to go home!
25917,you don't have to put on the red light
25943,"go ahead, report me  they can't un un-b butt hurt you the truth."
25948,"to all my friends who post controversial obscene, dirty, offensive, derogatory posts.....  keep that shit up. i like it."
25968,what! no i am not asian
25971,"last year tyrone got a new job, started building his credit, and spending more time with his kids  then something amazing started to happen!"
25983,"oh, you're tired of my anti-religion posts?  why don't you pray for me to stop?"
25984,whipepo reading the comments like
25986,nothing more beautiful than ironed clothes
26014,all women should be believed until one of those bitches accuses a democrat
26018,all these flavors  and you choose to be salty
26031,"The text in the image reads:  ""muslims in a predominantly christian nation  christians in a predominantly muslim nation"""
26034,"I'm not only smart, I'm street-smart. Oh sure, you're street sm"
26043,love is love is love is love
26049,i do not want to hear anymore about gun control from a person who is making it easy for iran to obtain nuclear weapons!!!
26057,"redneck word of the day: ""obama""  i bought a me case of beer and drank it obama self"
26073,"wanted :  "" fled from the kitchen """
26078,when you look at your check stub and see how much federal and state took  you raggedy bitch
26085,when i say i gotta go to the bathroom
26087,everytime a moslem stands up in congress and tells us they will change the constitution. impeach our president. or vote for socialism. remember  you said you would never forget they said they would destroy us from within
26091,no to transphobes  give trans people peace
26095,when you're going 90 mph in a school zone and the pre-schoolers are crossing the street  this is where the fun begins.
26137,"675 days under investigation, constant media slander, no collusion!  this man deserves an apology!"
26140,lebron james before he got his hairline fixed
26149,one day christians will have to live like this to avoid the mark of the beast  are you prepared?
26153,"when your ex says ""you won't find a b*tch half the woman i am"""
26170,"The text in the image reads:  ""When Muslim people use km per hour instead of bomb per Allah Hu Akbar  this is why I bomb people"""
26174,a muslim ban would've stopped that
26179,woman takes adorable pregnancy announcement photos  in a pasture with her horses
26183,i'm awesome on the piano but i suck on the organ
26184,The text in the image is:  ``` i like pizza cause it doesn't scream when i put it in the oven ```
26185,when the cops ask to look  in your niqab but they legally can't
26187,I love my slow cooker
26189,locked out of car outside of planned parenthood office  can't go in to ask for a coat hanger
26197,"Instead of saying ""Fuck the law""  how about you stop breaking the law?"
26198,"hillary isn't in jail, the wall isn't built, isis hasn't been defeated &"
26305,when you take this girl on a date and she won't stop talking..
26307,here's to all you snowflakes out there who are shocked the president  did what he promised to do
26314,"don't defile the lineage given to you by your forefathers  do what's right, keep it white"
26315,when each letter is a mental disorder
26318,when it is namaz time but you see a goat in the middle of the way...
26319,life handed me lemons so i fucked them and gave them lemon-aids
26340,goats can't talk  why are so few muslim rapes reported?
26347,"The text in the image reads:  ""indians evolution after 15august1947"""
26357,you're the goat
26358,charcoal mask. looks cool. tastes weird
26370,if being a racist means i don't want my country turned into a pile of rocks & goatshit ruled by a barbaric cult  then i'm a racist
26371,we are all suffering
26374,when she's trying her hardest to make you cum but you already visited your favorite goat
26375,how many more mass shootings must we orchestrate before you  give up your guns?
26378,i have no idea what i'm doing with my life
26379,"The text in the image says ""straight outta oven."""
26381,"45 goals of communism  26. present homosexuality, degeneracy and promiscuity as ""normal, natural, healthy."""
26385,"The text in the image reads:  ""islam is a cancer treat it with radiation"""
26390,companies when pride month ends  We support no on prop 8
26391,"""my husband told me to make him a sandwich i need a good comeback i would come back with a sandwich"""
26394,"not sure what's in the fridge, but this dishwasher is about to get a big load"
26397,there are still parts of the world where people celebrate capital punishment
26405,how they be lurking on your page  waiting to pop-up just to disagree
26407,he's making a list and checkin it twice gonna find out who gets deported by ice
26409,they aren't bad if you raise them properly  same goes for pitbulls
26410,"so, you think by being a muslim sympathizer, this will somehow keep us from killing you  you are a special kind of stupid"
26417,left lanes need to exit right right lanes need to exit left  here's 300 feet. make it happen.
26418,4 years for your bachelors?  i worked 60 years for my masters
26419,"The text in the image reads:  ""we can never undo the horrible acts he has commited"""
26438,fact: girls are very good at hockey  because it's the only sport you can compare with
26439,"The text in the image reads:  ""parental opioid use has negative effect on children's intelligence"""
26453,"a ww2 jewish prisoner trying to escape the auchschwitz showers (1943, colorized)  wwii jew escaping hitler's rath"
26459,do you like kids? because i'm going to turn your mouth into a daycare.
26478,they are not escaping to find a better life they are invading us to destroy ours
26489,when i grow up...  lol nevermind
26490,cool tanks drive away from explosions without looking back
26493,"if this is banned in islamic countries,  shouldnt this be banned in western countries?"
26495,when your goat tells you she ain't on the pil
26497,people will do shit like this but lock their door when someone sketchy walk by
26507,if you have a fire arm in the house  teach your family about gun safety!
26531,"The text in the image reads:  ""millions of kills, 1 death what a fucking camper"""
26534,can't wait for 2019. suspect is a gender fluid assigned male at birth wearing non gender specific clothing born caucasian but identifies as a mountain panda
26537,i love to run
26538,"when you take your dishwasher to the restaurant, but it starts talking"
26543,"The text in the image is:  ""fuckin a 5 year old fuckin five 1 year olds fuckin a dean 1 year old for 5 years"""
26547,that's the way allah allah i like it
26549,hmm today i will commit 50% of all violent crimes despite being only 13% percent of the population  being opressed time
26571,mother  tell your children not to mock my weight
26573,man: i'd like her the way she is
26579,when you glue your ass shut so your uncle can't rape you  survival.
26598,"""ammosexual""  'cause big guns compensate for small ones"
26708,they used to whip slaves back in the day
26709,"when i was in high school i got braces a friend told me,  ""you're so black, even your teeth are behind bars,"""
26715,bf takes me to french restaurant  i'll have the chicken strips please
26735,"you pick cotton to get to it because it's white, it works, and why don't black people like aspirin?"
26738,blacks are musical they always love a good beat
26741,on behalf of nsw  SAN DIEGO NEW YORK LONDON TOKYO  go f@#k yourself queensland
26750,on my way to the maury show for the 8th time
26759,that look when you wanna cut a bitch but you remember your a changed man
26781,vacation on a train  it is long but it is beautiful try it
26784,black people: *exist* Imm: it's free real estate
26794,feel that? it used to belong to bruce jenner
26795,i put brake fluid in my meth...  now i can stop whenever i want.
26803,"oompa loompa doompeda dee! if you hit that, it will burn when you pee!"
26831,making mashed potatoes
26835,The text in the image is:  - rip harambe - black lives matter
26839,"1 little, 2 little, 3 little ni99ers"
26841,steak recipe: 1. destroy someone
26890,"let me get this ""straight"" muslims hate...- me- want to kill..-me- so i gotta give up... my guns?"
26891,today we're making vegetable soup!  the most disturbing thing i've seen all day..
26894,"hmmm, that new wife smell"
26903,"i don't have ex's. i have y's. like, ""y the hell did i date you?!?"""
26905,"The text in the image says:  ""thanks trump for my new job making america white again"""
26910,"""they are the biggest terrorists in the history of the world. we have entire history of books showing this data"""
26914,new implant allows muslims to speak directly with allah  apply to forehead
26930,"african american leaders organizinging the la riots april 29, 1992"
26940,"""If a dishwasher wore pants, would it wear them like this or like this"""
26943,my incesters built this country!!!!
26945,I can't compare my love of bacon to anything because bacon is the standard that I compare all else to
26947,why isn't my drain working? probably cause the pipes black
26950,a good american is a dead american
26973,ever notice that everything deemed evil by god  liberals are for?
26980,myth: gingers don't have souls  fact: gingers earn a freckle for every soul they steal
26983,rollin' they see me hatin' they be
26984,what you imagine when you're on a plane  and you hear the person behind you say allahu akbar
26985,i just heard my girlfriend is pregnant
26987,"muslim terrorist, spy anti semite  the poster child of the left."
27014,proof you can be a fruit and a vegetable
27016,loves me some boneless jungle ham
27034,record black employment  record black welfare  record black imprisonment
27038,when you ask the jewsih girl for her number  and she starts rolling up her sleeve
27041,your are a solder ready to die for your country
27043,and i even got a job in congress! these americans are so stupid!!!  yep........and then i beat the usa immigration sytem by marrying my own brother!
27048,handjobs sold seperately
27056,has one night stand but way too many books to fit on it
27058,where's jaws when you need him?
27059,chicks be like the blacker the berry the sweeter the juice
27068,he went to jihad's
27069,The text in the image is:  - Amsterdam Red Light District - Girls Girls Girls - Islamabad Red Light District
27083,never wear gloves when operating rotating machinery  retard
27105,german fireworks
27106,i said i wanted to see his kids  so he came in my eye
27134,because of trump walmart is selling american made appliances again
27139,new military drone to fight isis  it explodes on penatration
27150,kick them out of country
27153,"The text in the image reads:  - ""men's shaving map"" - ""transbender shaving map"""
27156,meanwhile at the isis strip club
27163,i think i've found a vaccine for being a faggot  it's called pancuronium bromide
27169,they are not escaping to find a better life  they are invading us to destroy ours.
27180,inbred you are cat piss you smell like
27185,when you have a small dick and tell a jewish girl to suck it  i can't
27195,there's a reason we keep the beer in the bottom of the cooler
27304,what a cute little baby bacon
27308,"The text in the image says ""a typical white man."""
27309,"what is up with black people  they're not black, or people"
27318,over heard my daughter telling her friend she was curious what it would be like to date a black guy  so … i showed her!
