id,text
84395,how to pick up a girl from auschwitz
84502,just got a bootleg copy of muslim porn  deep goat
84510,bartender: how about a nice 12 yr old?  him: boy or girl?
84516,i don't want no windmill blowin no cancer on me!
84517,"you said the vehicles aren't owned by members of the ppa...  ...the lie detector determined, that was a lie"
84521,"The text in the image is:  - ""asians be like"" - ""switching to fullscreen mode"""
84523,did a lot of medical research  didn't hurt any animals
84527,don't get me started  about your tranny problems
84531,"the face they make when you've left the ""plantation"" and you no longer think like them"
84532,getting blitzkrieged? just say no  the wehrmacht sovereign nations legally cannot take any of your without your consent  hand
84537,this steak is so black it stole my television
84563,about to explode with pride now that his daughter can go to school
84576,world history in one sentence. these white men are dangerous
84592,"The text in the image reads:  ""give me the bread or i'll kick you pregnant transgender"""
84593,"kids, a husband, a job...  living the american dream"
84596,isis glory hole
84609,you dumb muddafukka you
84620,this is nahir nahir is born in germany nahir is german this is fluffy fluffy is born in horse stable fluffy is a horse
84629,not a runner? now you are
84639,"you're a f*g, you're a f*g, you're all f*gs!"
84652,don't judge me bro!  why didn't i let them judge me?  now god did!
84653,finally gets naked with girl in shower  holocaust
84670,my local mosque is really going all out for gay pride this year
84673,when you cant get the dog to go outside and pee
84692,i was going to make an anal sex joke  butt fuck it
84703,"white people: ""oh no hundreds of years of culture is being destroyed""  all other races: first time?"
84709,best polish removers
84719,the democratic agenda... 1. get trump impeached 2. take away guns 3. increase taxes 4. protect illegals  are they purposefully trying to destroy america?
84721,cow girls like to take their summer photos in hay fields
84729,share this pile of bacon for no reason
84736,sis: you're the father/uncle bro: i'm gonna be an funcle?
84756,"when you ask the kid that misses class a lot why he is bald and he starts crying  all right, then keep your secrets"
84759,what if tornadoes are actually created secretly by the government  to destroy white trash people living in trailer homes
84762,do you know how to turn your dishwasher into a snowblower? throw em a shovel
84790,the first president they can't control  ...and they don't like it!
84901,"donald trump  puttinging ""i can!"" back into the hearts of all americans"
84907,i keep asking what lgbtq stands for.  so many letters to remember
84910,take that monkey shit off!  you embarassin' us
